x	y	id	donor	loss_of_Y
27.3331047008134	8.38613702967629	PD45792b_lo0057	PD45792	NO
22.8166463795557	0.150225688011588	PD45792b_lo0099	PD45792	YES
20.6278603216312	0.137029676289285	PD45792b_lo0100	PD45792	YES
7.51990068976177	2.23456395055075	PD45792b_lo0101	PD45792	NO
26.4937979403752	8.19822649644626	PD45792b_lo0103	PD45792	NO
5.63932092921408	1.51654764711827	PD45792b_lo0105	PD45792	NO
24.8396158973665	7.57027486778725	PD45792b_lo0108	PD45792	NO
21.843702301138	6.68850843803685	PD45792b_lo0109	PD45792	NO
23.5823592299914	7.15636473877455	PD45792b_lo0110	PD45792	NO
17.9801508330596	0.127488462963587	PD45792b_lo0111	PD45792	YES
22.5627451359236	6.65124465254152	PD45792b_lo0112	PD45792	NO
24.8865081051838	7.48702293933372	PD45792b_lo0114	PD45792	NO
10.4588139446516	2.88101694344326	PD45792b_lo0115	PD45792	NO
8.23440951626511	2.2772846700576	PD45792b_lo0117	PD45792	NO
24.9745187446465	0.422440799002931	PD45792b_lo0121	PD45792	YES
10.0507564194215	2.8288897497221	PD45792b_lo0123	PD45792	NO
31.9711987428432	9.66627648465658	PD45792b_lo0124	PD45792	NO
19.4078288927102	5.75946542257554	PD45792b_lo0125	PD45792	NO
21.9899659305344	3.46360359753427	PD45792b_lo0127	PD45792	NO
8.13302548447553	2.49156196314885	PD45792b_lo0129	PD45792	NO
26.7316788067315	8.24571361201873	PD45792b_lo0130	PD45792	NO
22.3331304622241	0.149231987065045	PD45792b_lo0136	PD45792	YES
26.9733949031049	8.34514265503419	PD45792b_lo0137	PD45792	NO
24.5689600762538	7.60613231380739	PD45792b_lo0139	PD45792	NO
21.9869454051304	5.88812443156937	PD45792b_lo0141	PD45792	NO
19.091073027159	5.62224205881362	PD45792b_lo0142	PD45792	NO
24.0736325521186	7.26458550880857	PD45792b_lo0144	PD45792	NO
21.1988426686245	6.45946879105332	PD45792b_lo0147	PD45792	NO
26.2177837458379	8.08466668912319	PD45792b_lo0148	PD45792	NO
25.1727109376509	7.74456832957187	PD45792b_lo0149	PD45792	NO
23.0653631392855	0.153063630545357	PD45792b_lo0150	PD45792	YES
15.0756580430344	4.66643648735137	PD45792b_lo0152	PD45792	NO
18.8794849005932	5.32268332940344	PD45792b_lo0154	PD45792	NO
18.7497665372156	5.59427527200458	PD45792b_lo0155	PD45792	NO
24.2273025870897	0.16099639572877	PD45792b_lo0157	PD45792	YES
21.3185913660632	0.140895004547445	PD45792b_lo0158	PD45792	YES
16.3673126340398	4.50788223801664	PD45792b_lo0160	PD45792	NO
16.5535064500132	5.02859837639371	PD45792b_lo0162	PD45792	NO
19.1773801933394	4.95313605281773	PD45792b_lo0165	PD45792	NO
22.5342401349898	6.83567723245865	PD45792b_lo0166	PD45792	NO
21.3457213517012	0.827222353218581	PD45792b_lo0167	PD45792	YES
7.25641942152752	2.35702496042039	PD45792b_lo0172	PD45792	NO
17.2325514745187	1.26945295920773	PD45792b_lo0174	PD45792	YES
29.1809159469573	8.69241587226732	PD45792b_lo0177	PD45792	NO
18.1481570930824	5.44919493380941	PD45792b_lo0178	PD45792	NO
9.14095677879321	0.151775187792637	PD45792b_lo0180	PD45792	YES
16.8449678304384	4.95321184356789	PD45792b_lo0182	PD45792	NO
23.334879017975	7.14931619900967	PD45792b_lo0183	PD45792	NO
16.5653599191092	0.184592582611918	PD45792b_lo0186	PD45792	YES
20.2248166109576	6.2086940411628	PD45792b_lo0187	PD45792	NO
20.1252938410907	6.12155994206218	PD45792b_lo0188	PD45792	NO
12.6512645632475	4.33845622663119	PD45792b_lo0189	PD45792	NO
20.7424470764019	6.32508336982518	PD45792b_lo0190	PD45792	NO
25.2184406618106	0.17535453228686	PD45792b_lo0191	PD45792	YES
3.79650739674505	1.10342911038502	PD45792b_lo0192	PD45792	NO
25.0842108313851	7.52328460268805	PD45792b_lo0193	PD45792	NO
22.0516645091485	3.06577794994442	PD45792b_lo0194	PD45792	YES
21.4363789761127	6.46580995048338	PD45792b_lo0195	PD45792	NO
20.0610931854628	0.145265604473338	PD45792b_lo0196	PD45792	YES
20.9693825633892	5.65607841816283	PD45792b_lo0197	PD45792	NO
23.4496106806809	7.01521709839324	PD45792b_lo0198	PD45792	NO
26.0649477365381	7.57174015562367	PD45792b_lo0199	PD45792	NO
23.6853147078334	7.05035032168963	PD45792b_lo0200	PD45792	NO
21.9169902943885	6.54438811601038	PD45792b_lo0201	PD45792	NO
22.9958491927018	0.157535284804797	PD45792b_lo0202	PD45792	YES
24.487496055284	4.60324384410685	PD45792b_lo0203	PD45792	NO
10.5906189822955	2.84615319836966	PD45792b_lo0204	PD45792	NO
20.0190570035615	5.98497658907939	PD45792b_lo0205	PD45792	NO
27.9464033850494	8.48843770000337	PD45792b_lo0206	PD45792	NO
23.9005158722492	7.14795196550679	PD45792b_lo0207	PD45792	NO
13.6582008230771	4.092843668946	PD45792b_lo0208	PD45792	NO
28.9894668032021	5.90195203287634	PD45792b_lo0209	PD45792	NO
18.035618370462	5.0561525246741	PD45792b_lo0210	PD45792	NO
22.9393383181663	6.88262539158554	PD45792b_lo0211	PD45792	NO
25.9645941611763	3.07606022838279	PD45792b_lo0212	PD45792	YES
23.2503461689562	7.01206757166436	PD45792b_lo0213	PD45792	NO
22.7721596434621	0.220685822077003	PD45792b_lo0214	PD45792	YES
24.1856238447617	7.24546097618486	PD45792b_lo0215	PD45792	NO
12.1315055612445	1.27290564893725	PD45792b_lo0216	PD45792	YES
22.8214058001816	6.98245865193519	PD45792b_lo0217	PD45792	NO
29.0078507899093	8.79805133560144	PD45792b_lo0218	PD45792	NO
22.0973362701342	6.63230538619598	PD45792b_lo0219	PD45792	NO
24.96709623819	7.4537002728467	PD45792b_lo0220	PD45792	NO
22.9380534678079	7.00959174049247	PD45792b_lo0221	PD45792	NO
22.9747699184007	6.83866675649274	PD45792b_lo0222	PD45792	NO
28.014310463641	8.58704988715599	PD45792b_lo0223	PD45792	NO
25.3385049365303	7.6242968302624	PD45792b_lo0224	PD45792	NO
19.6681221863709	6.05669148111968	PD45792b_lo0226	PD45792	NO
22.2286003181534	6.63046114460875	PD45792b_lo0227	PD45792	NO
21.6303140959999	0.455064506349581	PD45792b_lo0228	PD45792	YES
21.5989721197133	3.54961767777142	PD45792b_lo0229	PD45792	NO
25.4770401427182	7.66742176710345	PD45792b_lo0230	PD45792	NO
16.9007509451218	4.99436622090477	PD45792b_lo0231	PD45792	NO
16.5617919637279	4.91666385960185	PD45792b_lo0232	PD45792	NO
18.236129090429	0.12700845487924	PD45792b_lo0233	PD45792	YES
31.8815876757411	0.241174588203591	PD45792b_lo0235	PD45792	YES
24.7402734573745	7.52710782497389	PD45792b_lo0236	PD45792	NO
19.1629409226449	5.55399669889177	PD45792b_lo0237	PD45792	NO
21.2549188193545	1.79874187354734	PD45792b_lo0238	PD45792	YES
20.9205872313568	6.21855525987806	PD45792b_lo0239	PD45792	NO
8.65852606088709	2.33234243945161	PD45792b_lo0240	PD45792	NO
28.387235865036	8.46755313773706	PD45792b_lo0241	PD45792	NO
10.6591604356255	3.02309933640988	PD45792b_lo0242	PD45792	NO
24.1574634026959	7.31580321352781	PD45792b_lo0243	PD45792	NO
25.7508130945251	7.56456529794186	PD45792b_lo0244	PD45792	NO
22.1350541955678	6.67707245595715	PD45792b_lo0245	PD45792	NO
23.7618454186551	3.54837976218547	PD45792b_lo0246	PD45792	YES
13.4636409889806	3.94554855660727	PD45792b_lo0247	PD45792	NO
26.5631766395528	8.04093542628086	PD45792b_lo0248	PD45792	NO
21.2753250768012	6.17020076127598	PD45792b_lo0250	PD45792	NO
19.5235394890224	5.78032472125846	PD45792b_lo0251	PD45792	NO
7.71612535502444	2.00705696095934	PD45792b_lo0252	PD45792	NO
23.8583798648814	7.17671876578974	PD45792b_lo0253	PD45792	NO
18.0770169574486	5.43182200963385	PD45792b_lo0254	PD45792	NO
18.684297132111	0.299567150604642	PD45792b_lo0255	PD45792	YES
24.1510327105512	0.188365277730993	PD45792b_lo0256	PD45792	YES
22.1451108062678	6.50584430895678	PD45792b_lo0257	PD45792	NO
16.1308293242138	0.175986121871526	PD45792b_lo0258	PD45792	YES
5.50540023571691	1.50628221106882	PD45792b_lo0259	PD45792	NO
24.7228168814524	7.4181459898272	PD45792b_lo0260	PD45792	NO
24.1815052392269	7.2750109475528	PD45792b_lo0261	PD45792	NO
24.5048077232709	6.85057432546232	PD45792b_lo0262	PD45792	NO
16.3731250523279	4.89447401219389	PD45792b_lo0263	PD45792	NO
12.1959767116847	0.950373901034123	PD45792b_lo0264	PD45792	YES
6.23985805462707	0.926710344595277	PD45792b_lo0265	PD45792	YES
35.1723889200173	9.97844174217671	PD45792b_lo0266	PD45792	NO
8.53333526543913	0.195860140802371	PD45792b_lo0267	PD45792	YES
12.7097011032324	3.81256947485431	PD45792b_lo0268	PD45792	NO
20.7144798449163	0.135092801562974	PD45792b_lo0269	PD45792	YES
18.3498979204101	5.29997136793883	PD45792b_lo0270	PD45792	NO
20.0297801907632	6.05584936167346	PD45792b_lo0271	PD45792	NO
18.7130211050357	5.6020732980766	PD45792b_lo0272	PD45792	NO
20.521288585763	0.150208845622663	PD45792b_lo0273	PD45792	YES
27.4352905565109	8.40842793141779	PD45792b_lo0275	PD45792	NO
20.7106413947228	6.13679388284434	PD45792b_lo0276	PD45792	NO
25.6349543701013	7.65559841007849	PD45792b_lo0277	PD45792	NO
22.8358482910524	6.86399770943511	PD45792b_lo0278	PD45792	NO
20.6353858737304	6.05281773166706	PD45792b_lo0279	PD45792	NO
29.2746842617102	0.200980227035403	PD45792b_lo0280	PD45792	YES
27.9837864121439	8.48656819483275	PD45792b_lo0281	PD45792	NO
19.806486723213	1.20688348435342	PD45792b_lo0282	PD45792	YES
23.0480965537673	6.79728500690538	PD45792b_lo0283	PD45792	NO
28.3349498618544	8.57587496210462	PD45792b_lo0284	PD45792	NO
18.7729292656066	0.142604507023276	PD45792b_lo0286	PD45792	YES
23.755066947466	7.18683262033887	PD45792b_lo0287	PD45792	NO
17.45124653026	5.28638798127126	PD45794b_lo0001	PD45794	NO
17.9247831211237	0.280147876174757	PD45794b_lo0002	PD45794	YES
27.9059933921982	8.71136355980732	PD45794b_lo0004	PD45794	NO
34.4072750223802	10.7761057028329	PD45794b_lo0006	PD45794	NO
23.3115649412962	7.12956007680129	PD45794b_lo0007	PD45794	NO
31.6519053783385	9.87618317782194	PD45794b_lo0008	PD45794	NO
25.94786212493	8.20971300569273	PD45794b_lo0009	PD45794	NO
30.8520425578505	9.72904806817799	PD45794b_lo0010	PD45794	NO
30.5909377797528	9.44154006804325	PD45794b_lo0011	PD45794	NO
18.556353085895	5.54132280122613	PD45794b_lo0013	PD45794	NO
39.0770072969196	12.4730437565264	PD45794b_lo0014	PD45794	NO
29.3152617037309	9.26272442483242	PD45794b_lo0017	PD45794	NO
22.292472515795	7.05768518206622	PD45794b_lo0018	PD45794	NO
29.4114226095021	9.02420251288443	PD45794b_lo0019	PD45794	NO
35.0402489840344	11.0384174891367	PD45794b_lo0021	PD45794	NO
25.8538104346594	8.36724829049752	PD45794b_lo0025	PD45794	NO
24.5244894410418	0.234791322801226	PD45794b_lo0027	PD45794	YES
26.3166946822008	8.46229831239263	PD45794b_lo0028	PD45794	NO
31.8232123191066	9.70749823154916	PD45794b_lo0029	PD45794	NO
30.4119635991267	9.5226698554923	PD45794b_lo0031	PD45794	NO
26.8720527336077	8.26066965338364	PD45794b_lo0032	PD45794	NO
21.6070934044348	6.4483275507798	PD45794b_lo0034	PD45794	NO
27.5720933078295	8.45919089163607	PD45794b_lo0035	PD45794	NO
30.4648292340489	9.48242496715734	PD45794b_lo0036	PD45794	NO
19.1013228484392	5.85573651766767	PD45794b_lo0037	PD45794	NO
28.1036639166361	8.73755347458484	PD45794b_lo0038	PD45794	NO
33.680961029426	10.4129753764274	PD45794b_lo0039	PD45794	NO
24.2738856579786	7.49807154646815	PD45794b_lo0040	PD45794	NO
23.4927320620077	7.53166369117796	PD45794b_lo0041	PD45794	NO
25.5466700156501	7.84585003536902	PD45794b_lo0043	PD45794	NO
15.3436572186693	4.57158015292889	PD45794b_lo0044	PD45794	NO
31.3248449485094	9.79693131673797	PD45794b_lo0045	PD45794	NO
29.4718588789922	9.12946744366221	PD45794b_lo0048	PD45794	NO
17.572173812238	5.39753932697814	PD45794b_lo0049	PD45794	NO
24.0690309201332	7.36257452757099	PD45794b_lo0050	PD45794	NO
29.2619806660613	9.24171354464917	PD45794b_lo0051	PD45794	NO
25.3167687462565	7.90796476572237	PD45794b_lo0052	PD45794	NO
27.5196945984762	8.43200727591202	PD45794b_lo0053	PD45794	NO
30.1777150916784	9.3395004547445	PD45794b_lo0054	PD45794	NO
14.24650127841	4.31276316232694	PD45794b_lo0055	PD45794	NO
30.9096837142802	9.62144204533971	PD45794b_lo0057	PD45794	NO
22.6941991743468	7.24519991915653	PD45794b_lo0058	PD45794	NO
26.1040825395599	8.31653585744602	PD45794b_lo0059	PD45794	NO
24.8014052849534	7.49626941085324	PD45794b_lo0060	PD45794	NO
22.5465444287729	6.91423013440226	PD45794b_lo0061	PD45794	NO
26.9327691584391	8.42079024488834	PD45794b_lo0062	PD45794	NO
26.2208879958267	8.2265048674504	PD45794b_lo0063	PD45794	NO
12.9434150614088	3.91353959645636	PD45794b_lo0064	PD45794	NO
19.0160074965705	5.77611412402735	PD45794b_lo0065	PD45794	NO
29.2055631766396	9.1096523730926	PD45794b_lo0067	PD45794	NO
41.5841077857423	12.6220904773133	PD45795b_lo0004	PD45795	NO
44.8947581969589	13.5685822077003	PD45795b_lo0005	PD45795	NO
21.8030443547089	6.7154478391215	PD45795b_lo0007	PD45795	NO
14.3045771586452	4.28580691885337	PD45795b_lo0010	PD45795	NO
22.2179544151838	6.7052160878499	PD45795b_lo0011	PD45795	NO
19.465280058736	5.98406710007747	PD45795b_lo0012	PD45795	NO
18.5879236947015	5.69466433118874	PD45795b_lo0013	PD45795	NO
23.259320800407	7.14734563950551	PD45795b_lo0015	PD45795	NO
27.3917988549053	8.38041903863644	PD45795b_lo0017	PD45795	NO
24.3803157060881	7.51849294303904	PD45795b_lo0018	PD45795	NO
19.4406231685247	6.00093475258531	PD45795b_lo0019	PD45795	NO
34.9370680938488	10.839601509078	PD45795b_lo0020	PD45795	NO
18.563666106356	5.66681544110217	PD45795b_lo0021	PD45795	NO
17.0002028711092	5.07168120726244	PD45795b_lo0022	PD45795	NO
19.4872255604717	6.13273486711355	PD45795b_lo0023	PD45795	NO
14.4733337197545	4.44968336308822	PD45795b_lo0024	PD45795	NO
22.5165195046081	6.89714353083841	PD45795b_lo0026	PD45795	NO
37.2279917048258	11.2988429278809	PD45795b_lo0028	PD45795	NO
16.6136593439857	5.01722976386971	PD45795b_lo0029	PD45795	NO
17.5994132838714	5.25085896183515	PD45795b_lo0031	PD45795	NO
25.8863825183067	7.87831374002088	PD45795b_lo0032	PD45795	NO
18.9872867438221	5.87319365378785	PD45795b_lo0034	PD45795	NO
29.2080201711846	9.02933102031192	PD45795b_lo0035	PD45795	NO
20.8807987325386	6.36042712298312	PD45795b_lo0036	PD45795	NO
19.793686522274	5.97684171522889	PD45795b_lo0037	PD45795	NO
17.2916835725924	5.14680668305992	PD45795b_lo0039	PD45795	NO
23.5675431986656	7.27980260720181	PD45795b_lo0042	PD45795	NO
22.6393627915065	6.90297099740627	PD45795b_lo0043	PD45795	NO
16.9647100875244	5.19586856199683	PD45795b_lo0045	PD45795	NO
17.8538458565991	5.37689055815677	PD45795b_lo0046	PD45795	NO
16.1490458617514	4.95546872368377	PD45795b_lo0047	PD45795	NO
19.028917183505	5.71618048303971	PD45795b_lo0048	PD45795	NO
17.6911013647107	5.37903796274464	PD45795b_lo0049	PD45795	NO
24.0378370719581	7.42536295348132	PD45795b_lo0050	PD45795	NO
17.7169497201667	5.4445380132718	PD45795b_lo0053	PD45795	NO
24.2188270829711	7.40661737460841	PD45795b_lo0054	PD45795	NO
18.5407706526009	5.77623202074982	PD45795b_lo0055	PD45795	NO
17.7302844703776	5.44495907299491	PD45795b_lo0058	PD45795	NO
16.6053255276259	5.08688988446121	PD45795b_lo0060	PD45795	NO
30.6628088954151	9.31352949102301	PD45795b_lo0063	PD45795	NO
19.8015856148283	6.00645905615252	PD45795b_lo0064	PD45795	NO
16.6055670408512	5.13485700811803	PD45795b_lo0066	PD45795	NO
18.2870593993727	5.56298211338296	PD45795b_lo0068	PD45795	NO
30.9007155231821	9.37101256442214	PD45795b_lo0070	PD45795	NO
33.8058394677693	10.3004345336343	PD45795b_lo0072	PD45795	NO
21.8347727521559	6.7105214403611	PD45795b_lo0074	PD45795	NO
20.9273657025459	6.23663556438845	PD45795b_lo0075	PD45795	NO
30.7433100836602	9.47629433758884	PD45795b_lo0076	PD45795	NO
19.2657772539624	5.95901404655236	PD45795b_lo0078	PD45795	NO
30.1502534278777	9.22476168019672	PD45795b_lo0081	PD45795	NO
19.4166038732281	5.92632296965002	PD45795b_lo0082	PD45795	NO
21.3889328979655	6.56635059116785	PD45795b_lo0083	PD45795	NO
24.0442452228684	7.20150234109206	PD45795b_lo0085	PD45795	NO
21.6623806119623	6.59168996530468	PD45795b_lo0087	PD45795	NO
23.4538194511531	7.12118940950584	PD45795b_lo0088	PD45795	NO
23.2003561515029	6.96034459527739	PD45795b_lo0090	PD45795	NO
16.2441698707421	4.91761545457608	PD45795b_lo0091	PD45795	NO
37.3521456034932	11.3216559436791	PD45795b_lo0093	PD45795	NO
19.50644357285	5.87489473506922	PD45795b_lo0094	PD45795	NO
15.7941566680191	4.90927005086401	PD45795b_lo0096	PD45795	NO
25.9047246427214	8.10570283288982	PD45795b_lo0097	PD45795	NO
20.4481068583316	6.40511840199414	PD45795b_lo0099	PD45795	NO
26.9727412073085	8.34707110856604	PD45795b_lo0101	PD45795	NO
21.1558661952328	6.42237342944723	PD45795b_lo0103	PD45795	NO
22.5264473082546	7.0967679455654	PD45795b_lo0105	PD45795	NO
20.4150002254123	6.2783541617543	PD45795b_lo0106	PD45795	NO
30.308666782593	9.37161046922895	PD45795b_lo0108	PD45795	NO
39.0198878090564	12.2399282514232	PD45795b_lo0110	PD45795	NO
35.4326371312093	10.9447317007444	PD45795b_lo0111	PD45795	NO
27.5892632880577	8.71705628726379	PD45795b_lo0114	PD45795	NO
18.7543842700826	5.7781099471149	PD45795b_lo0115	PD45795	NO
21.9035299573005	6.54172701856031	PD45795b_lo0116	PD45795	NO
16.7609051271648	5.16097113214538	PD45795b_lo0120	PD45795	NO
22.0547751994899	6.65426786135345	PD45795b_lo0121	PD45795	NO
27.0647319847235	8.37693266412908	PD45795b_lo0124	PD45795	NO
20.9604014915857	6.57134435948395	PD45795b_lo0127	PD45795	NO
27.2224272401157	8.47232795499714	PD45795b_lo0128	PD45795	NO
20.9813938211256	6.44698858086031	PD45795b_lo0129	PD45795	NO
16.5017099136349	5.0102317512716	PD45795b_lo0135	PD45795	NO
22.2767451745658	6.63605281773167	PD45795b_lo0140	PD45795	NO
19.8681627605928	6.02802573517028	PD45795b_lo0141	PD45795	NO
19.0688602507873	5.77025297268164	PD45795b_lo0144	PD45795	NO
31.0242060655241	9.68362414524876	PD45795b_lo0145	PD45795	NO
18.6027687076144	5.67966618385152	PD45795b_lo0151	PD45795	NO
25.9082056533416	8.04488496648365	PD45795b_lo0152	PD45795	NO
24.4772719954145	7.52919628120053	PD45795b_lo0153	PD45795	NO
17.972258180858	5.53665745949405	PD45795b_lo0155	PD45795	NO
18.4503320001803	5.59977431198841	PD45795b_lo0156	PD45795	NO
22.580156629377	6.79645130865362	PD45795b_lo0157	PD45795	NO
20.3523484746025	6.17022602485937	PD45795b_lo0164	PD45795	NO
23.6035093481719	7.27247616801967	PD45795b_lo0169	PD45795	NO
25.0874535489563	7.74851786977465	PD45795b_lo0171	PD45795	NO
21.3319518776848	6.45074443359046	PD45795b_lo0173	PD45795	NO
18.8018528894642	5.67767878195843	PD45795b_lo0174	PD45795	NO
27.3064158793336	8.27533095294237	PD45795b_lo0179	PD45795	NO
22.3393389622016	6.87590527840469	PD45795b_lo0182	PD45795	NO
17.6392694063927	5.39214976252232	PD45795b_lo0186	PD45795	NO
22.1257736473649	7.03254791659649	PD45795b_lo0188	PD45795	NO
17.3770214656955	5.4817428504059	PD45795b_lo0189	PD45795	NO
21.0491881935455	6.51662343786843	PD45795b_lo0192	PD45795	NO
23.5246343489769	7.42665139623404	PD45795b_lo0193	PD45795	NO
23.716627702533	7.49106511267558	PD45795b_lo0196	PD45795	NO
24.6323750088555	7.72095530029979	PD45795b_lo0198	PD45795	NO
27.1771032581744	8.77170141812915	PD45795b_lo0199	PD45795	NO
21.8340127905404	6.92025128844275	PD45795b_lo0201	PD45795	NO
21.0325302213549	6.6516488698757	PD45795b_lo0205	PD45795	NO
26.9330299927224	8.49177249301041	PD45795b_lo0206	PD45795	NO
31.8668328277656	10.0700559167312	PD45795b_lo0207	PD45795	NO
25.757179383143	7.93457574022299	PD45795b_lo0208	PD45795	NO
21.1207050898107	6.45343079462391	PD45795b_lo0210	PD45795	NO
36.5628771631535	11.7647455115034	PD45795b_lo0213	PD45795	NO
27.5928924267893	8.80309563108431	PD45795b_lo0215	PD45795	NO
21.3957789928577	6.61702933944151	PD45795b_lo0216	PD45795	NO
24.5069620212403	7.83549196618048	PD45795b_lo0221	PD45795	NO
26.0732010484894	8.19889177080877	PD45795b_lo0222	PD45795	NO
20.7371112442117	6.54233334456159	PD45795b_lo0227	PD45795	NO
37.6066812218637	12.0184087310944	PD45795b_lo0230	PD45795	NO
31.9236077567608	10.1759103311214	PD45795b_lo0236	PD45795	NO
23.2902183923592	7.35672179741975	PD45795b_lo0237	PD45795	NO
32.429574743513	10.3374204197123	PD45795b_lo0239	PD45795	NO
25.7944142821261	8.0877404251019	PD45795b_lo0240	PD45795	NO
26.8754242582324	8.35045642873985	PD45795b_lo0241	PD45795	NO
20.3341641388282	6.32347492168289	PD45795b_lo0242	PD45795	NO
24.5908411744627	7.77726782766868	PD45795b_lo0243	PD45795	NO
18.4772140322404	5.68951898137232	PD45795b_lo0245	PD45795	NO
23.0051297409046	7.22319533802675	PD45795b_lo0246	PD45795	NO
21.8036658487419	6.78404688921077	PD45795b_lo0250	PD45795	NO
23.2465173792917	7.24289251187388	PD45795b_lo0255	PD45795	NO
21.142866343361	6.54443864317715	PD45795b_lo0257	PD45795	NO
26.5421488880731	8.59964799407148	PD45795b_lo0258	PD45795	NO
22.3206426183898	7.09591740492471	PD45795b_lo0259	PD45795	NO
23.1865673564284	7.2683245191498	PD45795b_lo0263	PD45795	NO
22.834218881826	7.23667767036076	PD45795b_lo0265	PD45795	NO
21.3972634941489	6.71578468689999	PD45795b_lo0268	PD45795	NO
23.202919411867	7.50396638259171	PD45795b_lo0269	PD45795	NO
22.0323144695404	6.92839458348772	PD45795b_lo0270	PD45795	NO
23.8912160029883	7.51417287027992	PD45795b_lo0272	PD45795	NO
23.8934411448371	7.50662748004177	PD45795b_lo0273	PD45795	NO
20.3266353665527	6.32227911206926	PD45795b_lo0276	PD45795	NO
23.1811027171848	7.40612052413514	PD45795b_lo0277	PD45795	NO
44.321792221342	0.171413413278539	PD45798b_lo0001	PD45798	NA
43.2510964700427	0.171792367029339	PD45798b_lo0002	PD45798	NA
26.8755466249332	0.1760366490383	PD45798b_lo0003	PD45798	NA
48.3627013415255	0.202083403509954	PD45798b_lo0004	PD45798	NA
58.0582207881704	0.241865126149493	PD45798b_lo0005	PD45798	NA
48.6148540294067	0.199978104894398	PD45798b_lo0006	PD45798	NA
34.1677840678556	0.134099100616431	PD45798b_lo0007	PD45798	NA
50.157205788589	0.20790244888335	PD45798b_lo0008	PD45798	NA
46.1851730200746	0.193451679186176	PD45798b_lo0009	PD45798	NA
47.9740421585486	0.196230673358709	PD45798b_lo0010	PD45798	NA
48.5675045565495	0.193460100380638	PD45798b_lo0011	PD45798	NA
65.1023243232799	0.265924478728063	PD45798b_lo0015	PD45798	NA
58.2589311590703	0.241949338094115	PD45798b_lo0017	PD45798	NA
51.9070496100366	0.222269006635901	PD45798b_lo0019	PD45798	NA
50.5102659221619	0.204786606932327	PD45798b_lo0020	PD45798	NA
60.7180961029426	0.253065314784249	PD45798b_lo0021	PD45798	NA
