Individual	Zur_ID	Plate_no	Well	Sample	colony_type	Pair	DorR	Plate_ID	Library_conc	Sent_for_WGS	Conc	Current_volume	Total_DNA_quant	Coverage	Run	Lane	Lane_number	Sample_number	Run_Lane	Project	ID	peak_vaf	SNV_burden_u	SNV_burden	germline_SNV_sensitivity	germline_INDEL_sensitivity	somatic_SNV_sensitivity
PD45792b	D11	1	A1	PD45792b_lo0001	BFU-E	11	D	DN585185E	82.022	YES	NA	NA	NA	15.61	30907	4#1	4	1	30907_4	2189	Pair11	0.538704924331643	1269	1269	0.8569429770709	0.312539382482672	0.8569429770709
PD45792b	D11	1	B1	PD45792b_lo0002	BFU-E	11	D	DN585185E	87.494	YES	NA	NA	NA	14.01	30907	4#2	4	2	30907_4	2189	Pair11	0.489521794961256	1335	1335	0.845521258673367	0.279773156899811	0.845521258673367
PD45792b	D11	1	C1	PD45792b_lo0003	BFU-E	11	D	DN585185E	84.924	YES	NA	NA	NA	14.6	30907	4#3	4	3	30907_4	2189	Pair11	0.469014335838167	1426	1426	0.837326175723138	0.287964713295526	0.791
PD45792b	D11	1	D1	PD45792b_lo0004	BFU-E	11	D	DN585185E	81.278	YES	NA	NA	NA	14.26	30907	4#4	4	4	30907_4	2189	Pair11	0.536792067316763	1039	1039	0.809971160161046	0.259609325771897	0.809971160161046
PD45792b	D11	1	E1	PD45792b_lo0005	BFU-E	11	D	DN585185E	75.091	YES	NA	NA	NA	14.31	30906	3#1	3	1	30906_3	2189	Pair11	0.487090554263933	1323	1323	0.846663430513121	0.303717706364209	0.846663430513121
PD45792b	D11	1	F1	PD45792b_lo0006	BFU-E	11	D	DN585185E	67.914	YES	NA	NA	NA	14.77	30906	3#2	3	2	30906_3	2189	Pair11	NA	NA	NA	0.834899060563662	0.298046628859483	NA
PD45792b	D11	1	G1	PD45792b_lo0007	BFU-E	11	D	DN585185E	39.414	YES	NA	NA	NA	13.12	30906	4#1	4	1	30906_4	2189	Pair11	NA	NA	NA	0.849433197224522	0.302457466918715	NA
PD45792b	D11	1	H1	PD45792b_lo0008	BFU-E	11	D	DN585185E	90.916	YES	NA	NA	NA	14.69	30907	4#5	4	5	30907_4	2189	Pair11	0.514729986039923	1106	1106	0.847462950800948	0.30119722747322	0.847462950800948
PD45792b	D11	1	A2	PD45792b_lo0009	BFU-E	11	D	DN585185E	79.301	YES	NA	NA	NA	13.92	30906	3#3	3	3	30906_3	2189	Pair11	0.487298446134819	1162	1162	0.847263070728991	0.293635790800252	0.847263070728991
PD45792b	D11	1	B2	PD45792b_lo0010	CFU-GM	11	D	DN585185E	13.477	YES	NA	NA	NA	13.11	30906	4#2	4	2	30906_4	2189	Pair11	0.456934141443546	1196	1196	0.845549812969361	0.2822936357908	0.7385
PD45792b	D11	1	C2	PD45792b_lo0011	CFU-GEMM	11	D	DN585185E	79.939	YES	NA	NA	NA	13.95	30906	3#4	3	4	30906_3	2189	Pair11	0.531145512388252	1319	1319	0.83421375745981	0.291115311909263	0.83421375745981
PD45792b	D11	1	D2	PD45792b_lo0012	empty_well	11	D	DN585185E	76.365	YES	NA	NA	NA	13.72	30906	3#5	3	5	30906_3	2189	Pair11	0.517274551998629	1268	1268	0.825561805773679	0.281663516068053	0.825561805773679
PD45792b	D11	1	E2	PD45792b_lo0013	BFU-E	11	D	DN585185E	58.771	YES	NA	NA	NA	20.54	30906	4#3	4	3	30906_4	2189	Pair11	0.503735682311773	1226	1226	0.906227691956255	0.46817895400126	0.906227691956255
PD45792b	D11	1	F2	PD45792b_lo0014	BFU-E	11	D	DN585185E	45.159	YES	NA	NA	NA	15.9	30906	4#4	4	4	30906_4	2189	Pair11	0.507048783499044	1253	1253	0.852631278375832	0.328292375551355	0.852631278375832
PD45792b	D11	1	G2	PD45792b_lo0015	BFU-E	11	D	DN585185E	6.465	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	H2	PD45792b_lo0016	BFU-E	11	D	DN585185E	12.052	YES	NA	NA	NA	12.49	30906	4#5	4	5	30906_4	2189	Pair11	0.538776102920562	1275	1275	0.778732760343794	0.217391304347826	0.778732760343794
PD45792b	D11	1	A3	PD45792b_lo0017	CFU-GM	11	D	DN585185E	3.736	YES	NA	NA	NA	6.87	30906	4#6	4	6	30906_4	2189	Pair11	NA	NA	NA	0.380885754261729	0.0270951480781348	NA
PD45792b	D11	1	B3	PD45792b_lo0018	BFU-E	11	D	DN585185E	89.871	YES	NA	NA	NA	15.92	30907	4#6	4	6	30907_4	2189	Pair11	0.474826250123836	1357	1357	0.868336141172439	0.348456206679269	0.824429771908764
PD45792b	D11	1	C3	PD45792b_lo0019	BFU-E	11	D	DN585185E	1.157	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	D3	PD45792b_lo0020	BFU-E	11	D	DN585185E	68.818	YES	NA	NA	NA	14.12	30906	3#6	3	6	30906_3	2189	Pair11	0.540426852856347	1150	1150	0.834156648867822	0.302457466918715	0.834156648867822
PD45792b	D11	1	E3	PD45792b_lo0021	BFU-E	11	D	DN585185E	79.392	YES	NA	NA	NA	17.02	30906	3#7	3	7	30906_3	2189	Pair11	0.519973453060882	1260	1260	0.887581736672282	0.386893509766856	0.887581736672282
PD45792b	D11	1	F3	PD45792b_lo0022	BFU-E	11	D	DN585185E	4.649	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	G3	PD45792b_lo0023	BFU-E	11	D	DN585185E	80.915	YES	NA	NA	NA	15.82	30906	3#8	3	8	30906_3	2189	Pair11	0.530807253739137	1134	1134	0.863025042117587	0.335853812224323	0.863025042117587
PD45792b	D11	1	H3	PD45792b_lo0024	BFU-E	11	D	DN585185E	53.585	YES	NA	NA	NA	18.14	30906	4#7	4	7	30906_4	2189	Pair11	0.49062581446681	1258	1258	0.910910596499243	0.441713925645873	0.910910596499243
PD45792b	D11	1	A4	PD45792b_lo0025	BFU-E	11	D	DN585185E	85.115	YES	NA	NA	NA	13.74	30907	4#7	4	7	30907_4	2189	Pair11	0.538572224006818	1181	1181	0.831215556380457	0.278512917454316	0.831215556380457
PD45792b	D11	1	B4	PD45792b_lo0026	BFU-E	11	D	DN585185E	69.874	YES	NA	NA	NA	12.92	30906	3#9	3	9	30906_3	2189	Pair11	NA	NA	NA	0.813340567088318	0.235664776307498	NA
PD45792b	D11	1	C4	PD45792b_lo0027	BFU-E	11	D	DN585185E	69.31	YES	NA	NA	NA	14.61	30906	3#10	3	10	30906_3	2189	Pair11	0.501153155988358	1385	1385	0.861111904286	0.318840579710145	0.861111904286
PD45792b	D11	1	D4	PD45792b_lo0028	BFU-E	11	D	DN585185E	39.796	YES	NA	NA	NA	16.18	30906	4#8	4	8	30906_4	2189	Pair11	0.494485513105123	1290	1290	0.884640644184918	0.379332073093888	0.884640644184918
PD45792b	D11	1	E4	PD45792b_lo0029	BFU-E	11	D	DN585185E	7.639	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	F4	PD45792b_lo0030	BFU-E	11	D	DN585185E	80.579	YES	NA	NA	NA	14.1	30906	3#11	3	11	30906_3	2189	Pair11	0.511488464094656	1277	1277	0.836326775363353	0.287964713295526	0.836326775363353
PD45792b	D11	1	G4	PD45792b_lo0031	BFU-E	11	D	DN585185E	37.453	YES	NA	NA	NA	12.63	30906	4#9	4	9	30906_4	2189	Pair11	0.484995717263532	1179	1179	0.775077810456583	0.207309388783869	0.775077810456583
PD45792b	D11	1	H4	PD45792b_lo0032	BFU-E	11	D	DN585185E	48.759	YES	NA	NA	NA	14.55	30906	4#10	4	10	30906_4	2189	Pair11	0.5057942899403	1255	1255	0.871876873875675	0.342785129174543	0.871876873875675
PD45792b	D11	1	A5	PD45792b_lo0033	BFU-E	11	D	DN585185E	82.748	YES	NA	NA	NA	13.46	30907	4#8	4	8	30907_4	2189	Pair11	0.471109280780343	1291	1291	0.8393535307387	0.271581600504096	0.769753950790158
PD45792b	D11	1	B5	PD45792b_lo0034	CFU-GM	11	D	DN585185E	9.578	YES	NA	NA	NA	10.59	30906	4#11	4	11	30906_4	2189	Pair11	NA	NA	NA	0.799777276491248	0.206049149338374	NA
PD45792b	D11	1	C5	PD45792b_lo0035	CFU-GEMM	11	D	DN585185E	88.331	YES	NA	NA	NA	12.51	30907	4#9	4	9	30907_4	2189	Pair11	0.492971188284376	1165	1165	0.829330972844864	0.250157529930687	0.829330972844864
PD45792b	D11	1	D5	PD45792b_lo0036	BFU-E	11	D	DN585185E	2.941	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	E5	PD45792b_lo0037	BFU-E	11	D	DN585185E	4.799	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	F5	PD45792b_lo0038	BFU-E	11	D	DN585185E	77.494	YES	NA	NA	NA	15.76	30906	3#12	3	12	30906_3	2189	Pair11	0.498845869926624	1272	1272	0.860940578510037	0.331442974165091	0.860940578510037
PD45792b	D11	1	G5	PD45792b_lo0039	BFU-E	11	D	DN585185E	38.588	YES	NA	NA	NA	15.06	30906	4#12	4	12	30906_4	2189	Pair11	0.461884117840014	1378	1378	0.832957368436081	0.304977945809704	0.789078907890789
PD45792b	D11	1	H5	PD45792b_lo0040	BFU-E	11	D	DN585185E	70.028	YES	NA	NA	NA	14.89	30906	3#13	3	13	30906_3	2189	Pair11	0.533340082746011	1343	1343	0.824905056965821	0.288594833018273	0.824905056965821
PD45792b	D11	1	A6	PD45792b_lo0041	BFU-E	11	D	DN585185E	0.206	YES	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	B6	PD45792b_lo0042	BFU-E	11	D	DN585185E	86.638	YES	NA	NA	NA	12.43	30907	4#10	4	10	30907_4	2189	Pair11	0.442931846605733	1246	1246	0.789726164301419	0.223692501575299	0.6906
PD45792b	D11	1	C6	PD45792b_lo0043	BFU-E	11	D	DN585185E	82.956	YES	NA	NA	NA	13.16	30907	4#11	4	11	30907_4	2189	Pair11	0.503519526924091	1337	1337	0.805202592730076	0.247637051039698	0.805202592730076
PD45792b	D11	1	D6	PD45792b_lo0044	BFU-E	11	D	DN585185E	2.899	YES	NA	NA	NA	4.99	30906	4#13	4	13	30906_4	2189	Pair11	0.506532454395275	1033	1033	0.302104451614745	0.00945179584120983	0.302104451614745
PD45792b	D11	1	E6	PD45792b_lo0045	empty_well	11	D	DN585185E	20.15	YES	NA	NA	NA	13.65	30906	4#14	4	14	30906_4	2189	Pair11	0.493329007871313	1098	1098	0.822792039062277	0.270951480781348	0.822792039062277
PD45792b	D11	1	F6	PD45792b_lo0046	BFU-E	11	D	DN585185E	80.496	YES	NA	NA	NA	15.08	30906	3#14	3	14	30906_3	2189	Pair11	0.547874004491693	1165	1165	0.847834156648868	0.316950220541903	0.847834156648868
PD45792b	D11	1	G6	PD45792b_lo0047	BFU-E	11	D	DN585185E	81.082	YES	NA	NA	NA	14.35	30907	4#12	4	12	30907_4	2189	Pair11	0.477977318657285	1172	1172	0.840495702578453	0.289855072463768	0.7914
PD45792b	D11	1	H6	PD45792b_lo0048	BFU-E	11	D	DN585185E	92.821	YES	NA	NA	NA	13.52	30907	4#13	4	13	30907_4	2189	Pair11	0.498829693529394	1137	1137	0.816709974015591	0.261499684940139	0.816709974015591
PD45792b	D11	1	A7	PD45792b_lo0049	BFU-E	11	D	DN585185E	89.394	YES	NA	NA	NA	12.21	30907	4#14	4	14	30907_4	2189	Pair11	0.50347718703066	1214	1214	0.781359755575226	0.200378071833648	0.781359755575226
PD45792b	D11	1	B7	PD45792b_lo0050	BFU-E	11	D	DN585185E	1.389	YES	NA	NA	NA	2.58	30906	4#15	4	15	30906_4	2189	Pair11	NA	NA	NA	0.0942291767796465	0	NA
PD45792b	D11	1	C7	PD45792b_lo0051	BFU-E	11	D	DN585185E	74.486	YES	NA	NA	NA	12.38	30906	3#15	3	15	30906_3	2189	Pair11	0.484855321318997	979	979	0.850147054624368	0.265280403276623	0.850147054624368
PD45792b	D11	1	D7	PD45792b_lo0052	CFU-GEMM	11	D	DN585185E	82.935	YES	NA	NA	NA	11.54	30907	4#15	4	15	30907_4	2189	Pair11	0.48928831233402	1147	1147	0.780588789583393	0.219911783238815	0.780588789583393
PD45792b	D11	1	E7	PD45792b_lo0053	BFU-E	11	D	DN585185E	74.329	YES	NA	NA	NA	13.63	30906	3#16	3	16	30906_3	2189	Pair11	0.503486125894259	1239	1239	0.830130493132692	0.259609325771897	0.830130493132692
PD45792b	D11	1	F7	PD45792b_lo0054	BFU-E	11	D	DN585185E	86.535	YES	NA	NA	NA	13.6	30907	4#16	4	16	30907_4	2189	Pair11	0.494086226034716	1242	1242	0.837526055795094	0.275992438563327	0.837526055795094
PD45792b	D11	1	G7	PD45792b_lo0055	BFU-E	11	D	DN585185E	82.186	YES	NA	NA	NA	13.37	30907	4#17	4	17	30907_4	2189	Pair11	0.501443609433121	1159	1159	0.818109134519288	0.269691241335854	0.818109134519288
PD45792b	D11	1	H7	PD45792b_lo0056	BFU-E	11	D	DN585185E	77.126	YES	NA	NA	NA	12.21	30906	3#17	3	17	30906_3	2189	Pair11	0.538538412950757	1145	1145	0.819137089175066	0.252678008821676	0.819137089175066
PD45792b	D11	1	A8	PD45792b_lo0057	BFU-E	11	D	DN585185E	86.287	NO	NA	NA	NA	14.12	30907	4#18	4	18	30907_4	2189	Pair11	0.503459451790201	1214	1214	0.827018074869364	0.280403276622558	0.827018074869364
PD45792b	D11	1	B8	PD45792b_lo0058	BFU-E	11	D	DN585185E	68.096	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	C8	PD45792b_lo0059	BFU-E	11	D	DN585185E	70.591	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	D8	PD45792b_lo0060	BFU-E	11	D	DN585185E	77.563	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	E8	PD45792b_lo0061	CFU-GEMM	11	D	DN585185E	80.405	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	F8	PD45792b_lo0062	BFU-E	11	D	DN585185E	75.807	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	G8	PD45792b_lo0063	BFU-E	11	D	DN585185E	20.153	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	H8	PD45792b_lo0064	BFU-E	11	D	DN585185E	95.091	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	A9	PD45792b_lo0065	BFU-E	11	D	DN585185E	86.839	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	B9	PD45792b_lo0066	BFU-E	11	D	DN585185E	69.54	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	C9	PD45792b_lo0067	CFU-GEMM	11	D	DN585185E	50.799	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	D9	PD45792b_lo0068	BFU-E	11	D	DN585185E	75.464	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	E9	PD45792b_lo0069	CFU-GEMM	11	D	DN585185E	69.631	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	F9	PD45792b_lo0070	BFU-E	11	D	DN585185E	81.979	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	G9	PD45792b_lo0071	BFU-E	11	D	DN585185E	75.523	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	H9	PD45792b_lo0072	BFU-E	11	D	DN585185E	82.139	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	A10	PD45792b_lo0073	BFU-E	11	D	DN585185E	82.706	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	B10	PD45792b_lo0074	BFU-E	11	D	DN585185E	79.834	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	C10	PD45792b_lo0075	CFU-GEMM	11	D	DN585185E	86.001	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	D10	PD45792b_lo0076	BFU-E	11	D	DN585185E	85.091	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	E10	PD45792b_lo0077	BFU-E	11	D	DN585185E	79.917	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	F10	PD45792b_lo0078	CFU-GM	11	D	DN585185E	2.72	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	G10	PD45792b_lo0079	BFU-E	11	D	DN585185E	75.803	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	H10	PD45792b_lo0080	BFU-E	11	D	DN585185E	79.613	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	A11	PD45792b_lo0081	BFU-E	11	D	DN585185E	79.547	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	B11	PD45792b_lo0082	BFU-E	11	D	DN585185E	86.727	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	C11	PD45792b_lo0083	BFU-E	11	D	DN585185E	80.49	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	D11	PD45792b_lo0084	BFU-E	11	D	DN585185E	78.043	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	E11	PD45792b_lo0085	BFU-E	11	D	DN585185E	91.038	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	F11	PD45792b_lo0086	BFU-E	11	D	DN585185E	74.066	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	G11	PD45792b_lo0087	BFU-E	11	D	DN585185E	77.686	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	H11	PD45792b_lo0088	BFU-E	11	D	DN585185E	66.639	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	A12	PD45792b_lo0089	BFU-E	11	D	DN585185E	78.12	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	B12	PD45792b_lo0090	BFU-E	11	D	DN585185E	63.217	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	C12	PD45792b_lo0091	BFU-E	11	D	DN585185E	73.207	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	D12	PD45792b_lo0092	BFU-E	11	D	DN585185E	42.814	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	E12	PD45792b_lo0093	BFU-E	11	D	DN585185E	76.02	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	F12	PD45792b_lo0094	CFU-GEMM	11	D	DN585185E	63.533	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	G12	PD45792b_lo0095	BFU-E	11	D	DN585185E	68.65	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	1	H12	PD45792b_lo0096	BFU-E	11	D	DN585185E	83.885	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pair11	NA	NA	NA	NA	NA	NA
PD45792b	D11	2	A1	PD45792b_lo0097	BFU-E	11	D	DN602086C	95.827	YES	NA	NA	NA	11.29	32540	3#1	3	1	32540_3	2256	Pair11	0.498834534577359	1292	1292	0.763513320579081	0.196597353497164	0.763513320579081
PD45792b	D11	2	B1	PD45792b_lo0098	BFU-E	11	D	DN602086C	65.212	YES	NA	NA	NA	11.06	32540	4#1	4	1	32540_4	2256	Pair11	0.501177921794804	1170	1170	0.750435453013906	0.173913043478261	0.750435453013906
PD45792b	D11	2	C1	PD45792b_lo0099	BFU-E	11	D	DN602086C	73.067	YES	NA	NA	NA	11.73	32539	1#1	1	1	32539_1	2189	Pair11	0.554982708416396	1086	1086	0.797293052739785	0.208569628229364	0.797293052739785
PD45792b	D11	2	D1	PD45792b_lo0100	BFU-E	11	D	DN602086C	63.854	YES	NA	NA	NA	10.89	32539	2#1	2	1	32539_2	2189	Pair11	0.503520838059144	1078	1078	0.754775706004968	0.161940768746062	0.754775706004968
PD45792b	D11	2	E1	PD45792b_lo0101	CFU-GM	11	D	DN602086C	3.165	YES	NA	NA	NA	4.24	32539	3#1	3	1	32539_3	2189	Pair11	NA	NA	NA	0.257873847120299	0.00378071833648393	NA
PD45792b	D11	2	F1	PD45792b_lo0102	CFU-GM	11	D	DN602086C	70.091	YES	NA	NA	NA	10.96	32540	4#2	4	2	32540_4	2256	Pair11	0.498811220309734	1074	1074	0.733902515633477	0.158790170132325	0.733902515633477
PD45792b	D11	2	G1	PD45792b_lo0103	BFU-E	11	D	DN602086C	71.984	YES	NA	NA	NA	13.61	32539	1#2	1	2	32539_1	2189	Pair11	0.512727756930379	1301	1301	0.836783644099255	0.263390044108381	0.836783644099255
PD45792b	D11	2	H1	PD45792b_lo0104	CFU-GEMM	11	D	DN602086C	119.867	YES	NA	NA	NA	11.65	32540	3#2	3	2	32540_3	2256	Pair11	0.498843456292122	1079	1079	0.71097341595043	0.172652804032766	0.71097341595043
PD45792b	D11	2	A2	PD45792b_lo0105	CFU-GM	11	D	DN602086C	2.634	YES	NA	NA	NA	3.35	32539	3#2	3	2	32539_3	2189	Pair11	NA	NA	NA	0.151680420319237	0.000630119722747322	NA
PD45792b	D11	2	B2	PD45792b_lo0106	BFU-E	11	D	DN602086C	66.395	YES	NA	NA	NA	10.43	32540	4#3	4	3	32540_4	2256	Pair11	NA	NA	NA	0.710887753062448	0.132325141776938	NA
PD45792b	D11	2	C2	PD45792b_lo0107	BFU-E	11	D	DN602086C	90.73	YES	NA	NA	NA	11.24	32540	3#3	3	3	32540_3	2256	Pair11	0.494186062717196	1242	1242	0.764312840866908	0.198487712665406	0.764312840866908
PD45792b	D11	2	D2	PD45792b_lo0108	BFU-E	11	D	DN602086C	82.043	YES	NA	NA	NA	13.56	32539	1#3	1	3	32539_1	2189	Pair11	0.499800551417229	1133	1133	0.812626709688473	0.226212980466289	0.812626709688473
PD45792b	D11	2	E2	PD45792b_lo0109	BFU-E	11	D	DN602086C	76.694	YES	NA	NA	NA	11.63	32539	1#4	1	4	32539_1	2189	Pair11	NA	NA	NA	0.761457411267525	0.19533711405167	NA
PD45792b	D11	2	F2	PD45792b_lo0110	BFU-E	11	D	DN602086C	84.069	YES	NA	NA	NA	12.9	32539	1#5	1	5	32539_1	2189	Pair11	NA	NA	NA	0.785528682790326	0.214240705734089	NA
PD45792b	D11	2	G2	PD45792b_lo0111	BFU-E	11	D	DN602086C	15.181	YES	NA	NA	NA	10.99	32539	3#3	3	3	32539_3	2189	Pair11	0.51316700848341	1103	1103	0.658062305473859	0.10586011342155	0.658062305473859
PD45792b	D11	2	H2	PD45792b_lo0112	BFU-E	11	D	DN602086C	81.483	YES	NA	NA	NA	12.76	32539	1#6	1	6	32539_1	2189	Pair11	0.510531243762947	1142	1142	0.756117757916679	0.197857592942659	0.756117757916679
PD45792b	D11	2	A3	PD45792b_lo0113	BFU-E	11	D	DN602086C	69.967	YES	NA	NA	NA	14.46	32540	4#4	4	4	32540_4	2256	Pair11	0.503451276618777	1029	1029	0.831329773564433	0.295526149968494	0.831329773564433
PD45792b	D11	2	B3	PD45792b_lo0114	BFU-E	11	D	DN602086C	77.025	YES	NA	NA	NA	13.48	32539	1#7	1	7	32539_1	2189	Pair11	0.486710079332445	1021	1021	0.80768681648154	0.232514177693762	0.80768681648154
PD45792b	D11	2	C3	PD45792b_lo0115	CFU-GM	11	D	DN602086C	3.614	YES	NA	NA	NA	4.91	32539	3#4	3	4	32539_3	2189	Pair11	0.49871739491583	494	494	0.379914908197938	0.00756143667296786	0.379914908197938
PD45792b	D11	2	D3	PD45792b_lo0116	BFU-E	11	D	DN602086C	116.157	YES	NA	NA	NA	13.46	32540	3#4	3	4	32540_3	2256	Pair11	0.514581241098845	1236	1236	0.829787841580766	0.276622558286074	0.829787841580766
PD45792b	D11	2	E3	PD45792b_lo0117	CFU-GM	11	D	DN602086C	3.258	YES	NA	NA	NA	4.2	32539	3#5	3	5	32539_3	2189	Pair11	0.495994381316045	679	679	0.308043745181463	0.00504095778197858	0.308043745181463
PD45792b	D11	2	F3	PD45792b_lo0118	BFU-E	11	D	DN602086C	65.305	YES	NA	NA	NA	11.54	32540	4#5	4	5	32540_4	2256	Pair11	0.512709860642939	987	987	0.764569829530853	0.179584120982987	0.764569829530853
PD45792b	D11	2	G3	PD45792b_lo0119	BFU-E	11	D	DN602086C	91.739	YES	NA	NA	NA	11.24	32540	3#5	3	5	32540_3	2256	Pair11	0.501160847992032	1075	1075	0.719996573484481	0.155009451795841	0.719996573484481
PD45792b	D11	2	H3	PD45792b_lo0120	BFU-E	11	D	DN602086C	64.512	YES	NA	NA	NA	11.74	32540	4#6	4	6	32540_4	2256	Pair11	0.503489761899782	1294	1294	0.773650095656892	0.20478890989288	0.773650095656892
PD45792b	D11	2	A4	PD45792b_lo0121	BFU-E	11	D	DN602086C	76.299	YES	NA	NA	NA	13.4	32539	1#8	1	8	32539_1	2189	Pair11	0.482639503128704	1190	1190	0.818166243111276	0.245746691871456	0.818166243111276
